SalesID,SalePrice
1222837,37306.11588005106
1222839,60020.101218847085
1222841,52740.52883177271
1222843,34389.99990570109
1222845,52812.76730205263
1222847,8875.254772976237
1222849,27882.12857240378
1222850,27882.12857240378
1222855,60840.8405469595
1222863,27958.368907229924
1222864,42157.0867549048
1222865,21174.654718122707
1222867,46077.359226152235
1222879,30647.808836307882
1222883,11857.919214083013
1222905,52538.02334843241
1222908,74666.04342752456
1222910,24584.427789055
1222911,56324.89335004233
1222917,28990.2283404404
1222918,27442.887721071857
1222919,30065.682692545048
1222920,30240.22507507805
1222926,22765.13641894109
1222969,28777.12541470769
1222973,6166.217936691326
1222977,12673.721807124457
1222978,18340.98296734949
1222980,39795.42254857585
1222981,27752.112964039512
1222984,21194.021102553474
1222990,37870.80499258651
1222993,32323.4356039907
1222997,39327.243383029316
1222999,26589.783447663318
1223003,68139.26748260103
1223014,3616.311908149375
1223039,14335.106403202328
1223040,23299.172860922194
1223041,32979.95272641334
1223042,32979.95272641334
1223043,33366.83845952766
1223057,77033.68983780166
1223058,56835.63853015442
1223059,67971.68524104632
1223060,78756.91954574708
1223067,4810.387602632545
1223069,51936.478137992424
1223070,75126.1360825645
1223072,53446.14589925694
1223073,46942.16210847536
1223074,62900.02832747402
1223075,10486.038822980674
1223076,75296.3284955607
1223077,13917.036960904603
1223078,81534.23949731112
1223079,68701.82989817398
1223080,82149.17668917582
1223081,82156.90732815926
1223082,50036.68797810929
1223083,13614.937150678299
1223084,43478.341012446675
1223091,18340.465925647684
1223094,23087.80394313996
1223095,41648.603540279786
1223099,40522.42577932335
1223101,10493.066676601982
1223115,20204.108133019687
1223116,22050.76671375113
1223117,9187.99425912457
1223118,18590.823163587087
1223121,13427.195563499241
1223124,13709.012493713803
1223129,8964.508513966884
1223130,8964.508513966884
1223141,19571.780466939384
1223145,17252.89929710947
1223147,47239.12017300226
1223148,35549.046243471035
1223149,28766.03483972595
1223150,30456.2336356512
1223151,28758.30420074251
1223152,67797.4798207923
1223154,41202.12413896816
1223164,26504.345779952884
1223165,37217.41018762077
1223169,30254.03922295815
1223176,34517.9094267943
1223177,19024.090339340895
1223179,15148.991934444624
1223180,13770.066972048942
1223181,11263.417328987707
1223182,13853.254988806671
1223184,86441.56985570284
1223185,25910.843541633185
1223186,16148.505631412136
1223187,9165.505127536373
1223192,9799.417524178607
1223193,19338.448390125108
1223195,9165.505127536373
1223198,20637.898524705473
1223209,41928.69928894764
1223211,8118.250957519966
1223212,12142.503921523628
1223215,22004.989777222465
1223217,58979.80702201255
1223226,11307.692806801966
1223227,10201.508646807644
1223229,25663.906105288333
1223244,8816.923587919358
1223245,8816.923587919358
1223246,10945.6604498144
1223252,14972.053518710652
1223269,93029.08467990503
1223270,58589.7907940336
1223271,74587.9967775855
1223272,77033.68983780166
1223273,58589.7907940336
1223277,18841.45399335708
1223279,25243.86039117741
1223289,19466.744782016474
1223293,47977.526876853284
1223303,43707.449356871424
1223306,19389.268292600864
1223308,70435.14089351193
1223309,46627.17082747497
1223310,72215.99900115209
1223311,67021.47009731857
1223313,75777.10961031128
1223318,45438.94668297614
1223319,52157.69420102089
1223320,50394.54412620345
1223322,37518.55565175888
1223328,10524.692017897883
1223329,44960.59089254055
1223333,25876.378832511662
1223335,10583.417959858303
1223338,12831.936361774216
1223339,28404.326006474254
1223341,64574.41445275133
1223343,18185.383017948814
1223344,72059.12652330333
1223346,11850.145210877097
1223356,16071.209825083663
1223357,58053.845513509936
1223358,19002.183212120035
1223360,49105.63577205505
1223361,17769.139259992357
1223364,72142.2646371462
1223371,11738.797095201797
1223377,10145.89070770923
1223382,32159.258264435335
1223383,32174.71954240222
1223384,30464.667059996773
1223385,30464.667059996773
1223400,13219.296242049793
1223408,48749.230219881414
1223411,8778.270393002149
1223431,5794.946530755715
1223436,13356.917027286134
1223440,8270.064527526574
1223451,2420.1712218022767
1223458,14638.840892035696
1223459,17306.262734004216
1223460,13890.985218073423
1223468,47218.432605061214
1223479,23729.896971224327
1223483,55400.845412283845
1223484,12379.737345465339
1223485,39610.91348100937
1223486,45442.272402106595
1223488,11305.38257478441
1223489,21927.95530272024
1223492,64107.797794308164
1223493,74324.75499178348
1223495,3071.54927205668
1223512,17761.536436272418
1223518,32699.83720574051
1223519,15716.431032470968
1223520,15324.013255891025
1223523,38176.352875190794
1223524,26469.962852350236
1223526,21519.840599038187
1223535,40342.98396412019
1223547,47955.08408559167
1223548,13329.852900306687
1223549,28609.187939535463
1223550,13701.281854730361
1223551,13709.012493713803
1223558,37164.126219317484
1223580,14715.042849067044
1223592,18202.037873781177
1223593,46433.92592660683
1223595,67711.6053229313
1223596,56968.29334907333
1223597,55924.07541062183
1223626,11405.282076648124
1223627,11413.012715631568
1223634,68818.86921459399
1223635,30475.60633800261
1223647,26071.663121452068
1223648,11611.900973114662
1223650,33138.59675100279
1223651,64185.994705630466
1223652,26796.572829769382
1223653,16730.81523405887
1223665,41345.97353293547
1223667,58906.75214823452
1223670,23761.89848031344
1223672,17747.951718687324
1223679,25763.78187759479
1223680,34610.18165660343
1223691,8485.208896993488
1223692,10190.868970885618
1223696,68695.7471222375
1223707,38387.50728793478
1223718,15347.20517284135
1223720,15347.20517284135
1223724,10881.603001419371
1223725,12918.378961316339
1223727,55038.18159281917
1223728,53686.75191404613
1223733,53149.939293967764
1223734,27514.734967675326
1223737,32816.1779388373
1223740,29622.225129040336
1223764,83297.06562994864
1223769,33411.14700312513
1223770,21450.10540941738
1223773,15336.475208772115
1223779,24592.76959495635
1223780,47526.71091045333
1223788,15087.519090996517
1223789,15102.755463796206
1223790,12778.788218763053
1223791,3504.5690355705337
1223794,25572.02003945314
1223795,25496.119220342982
1223796,16040.287269149894
1223808,42270.251966395
1223809,17951.12283502707
1223813,18306.978834919002
1223814,18230.997058175977
1223816,24457.977402253604
1223817,17753.103011926843
