SalesID,SalePrice
1723530,57466.93298627573
1297522,36638.72854693653
1603640,33140.12413894443
2232621,68563.50524586829
2209023,20080.519659267993
1492113,35452.1700704458
1159058,25389.89382533409
2373924,42483.1420920568
1804030,7325.940957860195
2455098,36135.73819592848
6319015,62291.31294049013
1462976,40902.85603481159
4319450,16770.693845500853
2292512,20674.396414906812
1523362,52714.07388049396
2709691,19599.701733096248
2355077,24147.744499067925
1514690,28984.012551220996
1632719,17613.57730502751
4367563,27260.115685890756
1769794,42916.26912549653
1385925,14372.664751762808
1186819,22618.374103906513
1376641,62371.54603334755
4285951,89937.21037064379
1713792,19705.74541064118
2292444,20666.49184485173
2284398,63506.8823194725
1273606,8175.716918399958
1280656,25712.00216423867
2421380,50909.19860587605
2296942,52683.176989263906
1844381,35825.61398289094
1706954,12473.314699557191
1770124,58359.12298186036
1615007,24939.361274378534
2207757,5205.012061425958
1363240,21425.255130239646
1654926,20775.091187497317
4259133,64964.4477814421
1714086,22979.829912110006
1743753,40260.155973496934
1470742,29731.56082726142
1212609,62976.84147971714
1686531,42826.855163520304
2288225,65145.561096256984
1330081,25375.092345455025
1168308,28728.054838395783
1510168,28823.435979441943
1386157,22577.403141270355
1641737,24159.248305869474
2497298,23104.029514684815
1580967,35013.15326555307
1449991,23900.71189595297
2296925,56899.04464205433
1516262,38238.65525872536
2276323,41583.21421920418
1299583,53694.39733305441
2315576,25800.248819009146
2323656,74514.3298732806
2454460,42697.87128436638
1708295,41906.345872455175
4306866,11402.909799213627
1481184,34834.9864435966
1174932,21559.559119246405
1603518,30292.293287205455
1666809,9229.994758733952
1831406,14514.149758866846
1357630,56376.05398845233
1339299,19292.324798973204
2357703,51347.16782110458
2292430,37716.542335255304
2565885,75549.33583771845
1293301,18521.11266962265
1734064,36251.44886198038
1443063,42426.98268209978
1672648,8232.097891002802
4371548,774.0901673344233
2650203,34710.85837792106
2302299,55525.23399365034
1606203,36937.38466893393
1713901,23676.79780302983
1387282,17468.3358806456
1178161,18571.612568382312
1797330,12562.041743657683
2694912,13433.065828108382
1594949,13835.817502298767
2332843,45685.57976872957
1317449,23784.50022104614
2246540,88143.04203482257
1683090,18537.65817335411
1793720,4054.730554655358
1632914,17536.781003891832
1805038,11893.032521657933
1329663,22798.475327980326
1619137,18997.571042637155
1620224,19550.279389317853
1579591,17222.659629038026
1684233,37642.79582743508
1141749,61177.03868991861
1254730,7936.203128651101
2448529,36243.95490228377
1272936,10197.525843069157
2242820,19554.356242374342
2290860,69365.06947043334
1881882,13627.520393516017
1594109,11720.497342917053
1626298,25398.576051526972
1452934,34044.41273663324
1626916,22177.546188377142
1775483,27254.020860296543
1495189,18907.103068051103
1629946,19490.299940013632
2250292,48486.303154866524
1778873,51912.07508043998
2354427,23961.378332054588
2650799,23991.334887284378
1142832,79047.1426540094
1221065,78116.94669877057
1523856,64350.21395851415
1662919,22927.753707828328
1356635,23063.698843290018
1802429,11207.279750460828
1285788,18831.42264653963
2234828,82164.68613637384
1724694,40335.706101656746
1410672,46403.685735460895
1388030,20586.64435448732
2356449,22270.323909650797
4261972,52905.03279358011
1333329,22149.546846600184
1608672,43424.67238535102
1453563,32355.62580066769
1406936,23735.463720808388
1684901,36149.73678856042
1902501,15431.76125372069
1692727,8327.050718842765
1363245,21638.195088368735
1720908,8282.71550556166
1709312,45347.71937879684
2351527,16307.598432679773
1743861,14209.403514669237
1827401,40100.61402418118
1398858,8816.039273493563
1593286,16824.56909548657
2271699,52902.998685361614
2219858,25543.825980224654
2719204,13287.432242954917
1299106,35145.26901252144
2400829,14055.394316843878
2537213,11594.209343901231
1691568,49835.602443032425
1621316,19146.8590669494
6285560,5795.19941142145
1297744,34151.650847902056
1767489,37489.36307082773
1329498,17415.429741036794
1734821,15234.166649553208
1418677,22344.581954425303
1570739,28956.624970159486
1766428,38921.66195563813
1852604,11123.831692754753
1417500,36594.79884008822
1299894,36642.93883058714
1178150,15483.80015244318
1783659,39082.86363808543
1177023,57067.61370179639
1637326,26168.035727165367
1409268,49876.281352507634
1289640,24074.567225250565
2347750,12186.769399399473
2235994,23080.406847517
1352909,31734.05790385643
2370277,47968.242027087865
2303947,79147.67612549706
2417335,48752.94235985576
1586333,10237.404086092854
1292305,20589.394312487777
2355258,29086.29120588536
1416513,43106.16986703237
2256756,53775.701698154924
2326427,20503.94235287348
6328038,12352.613356272625
2331420,49306.34654078015
1144457,43708.425451228264
1627049,22239.515625876404
1253436,13880.127525541266
2303582,50480.36397289744
1600522,29774.083530441774
1343262,36071.907666229024
4276010,32855.68943840432
1725266,26910.896535347078
1362987,23461.249551007844
1421886,45430.04560364183
1328667,18692.989329729986
2410965,52696.87221244727
2251876,45483.10611904303
2294457,83987.37072566197
1800946,11865.849346106694
2237818,35709.1019351501
1148068,19330.62903562763
2246828,72558.38366160778
2243804,44076.225717644265
1195439,15302.3137446904
4374310,983.8460949790024
1736608,55723.156182111736
1660374,13834.193599356142
1372495,28271.234920604104
6314888,20662.93960430845
1293786,19775.408655393047
1287989,18579.123615531353
2209009,16857.392902963053
1361622,83903.91532299787
1163707,46336.3016309739
4352439,40977.96149180331
1446086,48315.92122891675
1147057,34829.68025924661
2444010,16375.492214452339
1618327,17932.185456025276
1380786,54518.11336146633
1581579,26650.68754924056
1840180,23385.85953702557
1730510,55259.730628146746
1491616,30193.284406996754
1619140,19286.77374602342
2724002,14139.852180091537
1307287,27892.569215737414
2295892,30568.22320586191
1361857,73376.71032613017
1412221,57699.80665758743
1422370,51902.922769226905
1611064,31837.759504531612
2466886,20245.664759484218
1644757,26891.62880472205
2283522,72131.55365193436
6271120,76637.16254615292
2205053,57827.033013613924
1814790,19893.329078168354
1744851,26634.1889650857
1574150,55202.151219097985
2196357,13237.436319320826
2310866,35241.83286899483
2354067,29932.116602115468
2305996,41489.672237492756
1712101,50753.389781332895
1885232,14445.061368888182
2364748,26173.2425185823
1257028,17277.89055501089
1807434,15600.091483627015
1792910,8495.256883805589
1472330,14076.069145734971
1350082,24276.595651067975
1842010,11346.814693695778
4298524,18940.431230925984
2332507,42432.096529167655
1658625,35161.117759629895
2631398,29969.444365142317
1390909,35530.88695266604
1523354,79478.69024010692
2291875,14888.810075137619
1535884,61297.20267192053
1396944,29305.292019701774
2255104,22794.28443197196
1301919,35347.22383472403
1252470,21389.238651411888
1818565,11221.678745694437
4393413,43384.79943120251
1499780,22160.954990047852
1521755,24181.408747404992
1742501,31288.897469512423
1443190,28776.571523901996
1253870,17653.565807437397
4371711,24198.28980791745
1284431,20156.981241969457
1455639,34129.501398790344
2285389,80057.62872847711
1168022,7949.452836247085
4319646,27516.527061640143
1776042,33043.381748569824
